geography,segment,timestamp,value
'00','total',2024-01-04 13:00:00,20526.76738383032
'00','total',2024-01-04 14:00:00,20473.763634411196
'00','total',2024-01-04 15:00:00,20053.48571550495
'00','total',2024-01-04 16:00:00,19361.963866772727
'00','total',2024-01-04 17:00:00,18869.30269571254
'00','total',2024-01-04 18:00:00,18463.72303244676
'00','total',2024-01-04 19:00:00,18170.42966476487
'00','total',2024-01-04 20:00:00,17677.37781959962
'00','total',2024-01-04 21:00:00,17145.2442622976
'00','total',2024-01-04 22:00:00,16597.540202970384
'00','total',2024-01-04 23:00:00,16066.295603607849
'00','total',2024-01-05 00:00:00,15447.258755381501
'00','total',2024-01-05 01:00:00,15261.371853829562
'00','total',2024-01-05 02:00:00,15093.344624208044
'00','total',2024-01-05 03:00:00,15121.454523118995
'00','total',2024-01-05 04:00:00,15313.941918455923
'00','total',2024-01-05 05:00:00,15976.111002897496
'00','total',2024-01-05 06:00:00,17457.308077484486
'00','total',2024-01-05 07:00:00,18668.348644765363
'00','total',2024-01-05 08:00:00,19115.595218307713
'00','total',2024-01-05 09:00:00,19239.318606379242
'00','total',2024-01-05 10:00:00,19317.306185673562
'00','total',2024-01-05 11:00:00,19325.12436134471
'00','total',2024-01-05 12:00:00,19224.153899525587
'00','total',2024-01-05 13:00:00,19220.744256507955
'00','total',2024-01-05 14:00:00,19230.230581109638
'00','total',2024-01-05 15:00:00,19031.95729539619
'00','total',2024-01-05 16:00:00,18593.206613610015
'00','total',2024-01-05 17:00:00,18165.884750278172
'00','total',2024-01-05 18:00:00,17736.662645366687
'00','total',2024-01-05 19:00:00,17403.28416715052
'00','total',2024-01-05 20:00:00,17019.74976150874
'00','total',2024-01-05 21:00:00,16629.707328927034
'00','total',2024-01-05 22:00:00,16124.18721522697
'00','total',2024-01-05 23:00:00,15697.384887214717
'00','total',2024-01-06 00:00:00,15098.857950726318
'00','total',2024-01-06 01:00:00,14956.522646337045
'00','total',2024-01-06 02:00:00,14753.922682744544
'00','total',2024-01-06 03:00:00,14710.062547742302
'00','total',2024-01-06 04:00:00,14887.959199219142
'00','total',2024-01-06 05:00:00,15242.978607811976
'00','total',2024-01-06 06:00:00,15947.51977646897
'00','total',2024-01-06 07:00:00,16459.546506292354
'00','total',2024-01-06 08:00:00,16882.07010371695
'00','total',2024-01-06 09:00:00,17075.51145601856
'00','total',2024-01-06 10:00:00,17250.787863306887
'00','total',2024-01-06 11:00:00,17309.494626776155
'00','total',2024-01-06 12:00:00,17313.749858976273
'00','total',2024-01-06 13:00:00,17256.866247832153
'00','total',2024-01-06 14:00:00,17211.773874613944
'00','total',2024-01-06 15:00:00,17367.98242524028
'00','total',2024-01-06 16:00:00,17267.957901188707
'00','total',2024-01-06 17:00:00,16970.13326868781
'00','total',2024-01-06 18:00:00,16568.539090102346
'00','total',2024-01-06 19:00:00,16269.929310996433
'00','total',2024-01-06 20:00:00,16003.272166847722
'00','total',2024-01-06 21:00:00,15708.789008887003
'00','total',2024-01-06 22:00:00,15311.334530902468
'00','total',2024-01-06 23:00:00,15062.63812579014
'00','total',2024-01-07 00:00:00,14912.656146851874
'00','total',2024-01-07 01:00:00,14725.027425292279
'00','total',2024-01-07 02:00:00,14639.234635339659
'00','total',2024-01-07 03:00:00,14662.78053053472
'00','total',2024-01-07 04:00:00,14970.246487374663
'00','total',2024-01-07 05:00:00,15837.691589880642
'00','total',2024-01-07 06:00:00,17241.734388197434
'00','total',2024-01-07 07:00:00,18327.516795163057
'00','total',2024-01-07 08:00:00,18793.758197024825
'00','total',2024-01-07 09:00:00,19032.263692529024
'00','total',2024-01-07 10:00:00,19131.72175783677
'00','total',2024-01-07 11:00:00,19139.088159763258
'00','total',2024-01-07 12:00:00,19100.664516276735
'00','total',2024-01-07 13:00:00,19098.60682628134
'00','total',2024-01-07 14:00:00,19035.33978634873
'00','total',2024-01-07 15:00:00,18814.721178491138
'00','total',2024-01-07 16:00:00,18347.980790090594
'00','total',2024-01-07 17:00:00,17847.14240418062
'00','total',2024-01-07 18:00:00,17346.54435549272
'00','total',2024-01-07 19:00:00,16940.474248809016
'00','total',2024-01-07 20:00:00,16559.283458065605
'00','total',2024-01-07 21:00:00,16132.229649602616
'00','total',2024-01-07 22:00:00,15653.243882023098
'00','total',2024-01-07 23:00:00,15270.650731519609
'00','total',2024-01-08 00:00:00,14666.623600702453
'00','total',2024-01-08 01:00:00,14507.448297560166
'00','total',2024-01-08 02:00:00,14382.681259643165
'00','total',2024-01-08 03:00:00,14380.735994330624
'00','total',2024-01-08 04:00:00,14560.582026579843
'00','total',2024-01-08 05:00:00,15211.167393172218
'00','total',2024-01-08 06:00:00,16181.113833624267
'00','total',2024-01-08 07:00:00,16953.824035466096
'00','total',2024-01-08 08:00:00,17278.70923524501
'00','total',2024-01-08 09:00:00,17535.718249514102
'00','total',2024-01-08 10:00:00,17663.748511507485
'00','total',2024-01-08 11:00:00,17739.031365115465
'00','total',2024-01-08 12:00:00,17786.88514542957
'00','total',2024-01-08 13:00:00,17698.680615013083
'00','total',2024-01-08 14:00:00,17579.44496888678
'00','total',2024-01-08 15:00:00,17357.19160355016
'00','total',2024-01-08 16:00:00,17161.660230906065
'00','total',2024-01-08 17:00:00,16830.12444529108
'00','total',2024-01-08 18:00:00,16406.28967889663
'00','total',2024-01-08 19:00:00,15959.05647879241
'00','total',2024-01-08 20:00:00,15611.343273063892
'00','total',2024-01-08 21:00:00,15292.205334323302
'00','total',2024-01-08 22:00:00,14855.747887665199
'00','total',2024-01-08 23:00:00,14544.77531480233
'00','total',2024-01-09 00:00:00,14470.676858691493
'00','total',2024-01-09 01:00:00,14265.76678533176
'00','total',2024-01-09 02:00:00,14206.647465864846
'00','total',2024-01-09 03:00:00,14237.069831420988
'00','total',2024-01-09 04:00:00,14419.014694688818
'00','total',2024-01-09 05:00:00,14742.371039089361
'00','total',2024-01-09 06:00:00,15511.181139004408
'00','total',2024-01-09 07:00:00,16251.772121399894
'00','total',2024-01-09 08:00:00,16748.235338924434
'00','total',2024-01-09 09:00:00,16973.278038125707
'00','total',2024-01-09 10:00:00,17153.182936682588
'00','total',2024-01-09 11:00:00,17296.841084930456
'00','total',2024-01-09 12:00:00,17256.84605610145
'00','total',2024-01-09 13:00:00,17179.553489781538
'00','total',2024-01-09 14:00:00,17174.480418140065
'00','total',2024-01-09 15:00:00,17306.669062250236
'00','total',2024-01-09 16:00:00,17143.674926556556
'00','total',2024-01-09 17:00:00,16930.11055433263
'00','total',2024-01-09 18:00:00,16608.75859250328
'00','total',2024-01-09 19:00:00,16351.332747292114
'00','total',2024-01-09 20:00:00,15949.729332821631
'00','total',2024-01-09 21:00:00,15552.386019530073
'00','total',2024-01-09 22:00:00,15147.867281284949
'00','total',2024-01-09 23:00:00,14826.56254733627
'00','total',2024-01-10 00:00:00,14902.074869902377
'00','total',2024-01-10 01:00:00,14774.15425335064
'00','total',2024-01-10 02:00:00,14719.62047420954
'00','total',2024-01-10 03:00:00,14783.048699664727
'00','total',2024-01-10 04:00:00,15208.52106276641
'00','total',2024-01-10 05:00:00,16179.097220058773
'00','total',2024-01-10 06:00:00,17772.238709329173
'00','total',2024-01-10 07:00:00,18990.98074339961
'00','total',2024-01-10 08:00:00,19440.820989395943
'00','total',2024-01-10 09:00:00,19499.97658161278
'00','total',2024-01-10 10:00:00,19586.300957662534
'00','total',2024-01-10 11:00:00,19633.276767669406
'00','total',2024-01-10 12:00:00,19669.961981409826
'00','total',2024-01-10 13:00:00,19680.71353206299
'00','total',2024-01-10 14:00:00,19653.51064443367
'00','total',2024-01-10 15:00:00,19490.852155530352
'00','total',2024-01-10 16:00:00,18965.325026825445
'00','total',2024-01-10 17:00:00,18447.049915702366
'00','total',2024-01-10 18:00:00,18015.907807760028
'00','total',2024-01-10 19:00:00,17629.82942977307
'00','total',2024-01-10 20:00:00,17200.32361370165
'00','total',2024-01-10 21:00:00,16728.220085844412
'00','total',2024-01-10 22:00:00,16184.900958754855
'00','total',2024-01-10 23:00:00,15675.347565325164
'00','total',2024-01-11 00:00:00,15886.818530666591
'00','total',2024-01-11 01:00:00,15697.4332712956
'00','total',2024-01-11 02:00:00,15569.382831829947
'00','total',2024-01-11 03:00:00,15562.80217843716
'00','total',2024-01-11 04:00:00,15921.455395533592
'00','total',2024-01-11 05:00:00,16790.013178658854
'00','total',2024-01-11 06:00:00,18892.188168117147
'00','total',2024-01-11 07:00:00,20542.3939775983
'00','total',2024-01-11 08:00:00,21131.12143817179
'00','total',2024-01-11 09:00:00,21164.88221710818
'00','total',2024-01-11 10:00:00,21247.296162678384
'00','total',2024-01-11 11:00:00,21084.96802463453
'00','total',2024-01-11 12:00:00,20906.394884467616
'00','total',2024-01-11 13:00:00,20818.804800880527
'00','total',2024-01-11 14:00:00,20745.964932883053
'00','total',2024-01-11 15:00:00,20639.085473816718
'00','total',2024-01-11 16:00:00,19884.01648691962
'00','total',2024-01-11 17:00:00,19343.925299696595
'00','total',2024-01-11 18:00:00,18584.438494442664
'00','total',2024-01-11 19:00:00,18079.139605444623
'00','total',2024-01-11 20:00:00,17561.21149506693
'00','total',2024-01-11 21:00:00,17050.663128422835
'00','total',2024-01-11 22:00:00,16479.479900166898
'00','total',2024-01-11 23:00:00,16064.931219265312
'00','total',2024-01-12 00:00:00,15952.455470500754
'00','total',2024-01-12 01:00:00,15709.505171923627
'00','total',2024-01-12 02:00:00,15548.553690080114
'00','total',2024-01-12 03:00:00,15475.94152015666
'00','total',2024-01-12 04:00:00,15729.497586310967
'00','total',2024-01-12 05:00:00,16392.74216677216
'00','total',2024-01-12 06:00:00,18045.24220503252
'00','total',2024-01-12 07:00:00,19537.352612809093
'00','total',2024-01-12 08:00:00,20105.77309490192
'00','total',2024-01-12 09:00:00,20215.86442067057
'00','total',2024-01-12 10:00:00,20280.206885971198
'00','total',2024-01-12 11:00:00,20148.377823585633
'00','total',2024-01-12 12:00:00,20115.98176028587
'00','total',2024-01-12 13:00:00,20183.991602360482
'00','total',2024-01-12 14:00:00,20216.650192908775
'00','total',2024-01-12 15:00:00,20261.684307212487
'00','total',2024-01-12 16:00:00,19702.357722036708
'00','total',2024-01-12 17:00:00,19186.516025314122
'00','total',2024-01-12 18:00:00,18640.022620988297
'00','total',2024-01-12 19:00:00,18248.37898542828
'00','total',2024-01-12 20:00:00,17837.19139851088
'00','total',2024-01-12 21:00:00,17331.769899672032
'00','total',2024-01-12 22:00:00,16790.02360675363
'00','total',2024-01-12 23:00:00,16371.249186243193
'00','total',2024-01-13 00:00:00,15455.095853934607
'00','total',2024-01-13 01:00:00,15285.846920734837
'00','total',2024-01-13 02:00:00,15208.113914575448
'00','total',2024-01-13 03:00:00,15249.994878387963
'00','total',2024-01-13 04:00:00,15525.09732037322
'00','total',2024-01-13 05:00:00,16272.66821035388
'00','total',2024-01-13 06:00:00,18119.180321565087
'00','total',2024-01-13 07:00:00,19796.22584406903
'00','total',2024-01-13 08:00:00,20412.31911098541
'00','total',2024-01-13 09:00:00,20435.079546993835
'00','total',2024-01-13 10:00:00,20492.391503683182
'00','total',2024-01-13 11:00:00,20479.191487883298
'00','total',2024-01-13 12:00:00,20416.512088868825
'00','total',2024-01-13 13:00:00,20420.74680985459
'00','total',2024-01-13 14:00:00,20438.34820453349
'00','total',2024-01-13 15:00:00,20440.32507317505
'00','total',2024-01-13 16:00:00,19826.019384051273
'00','total',2024-01-13 17:00:00,19258.570619972692
'00','total',2024-01-13 18:00:00,18626.700343526667
'00','total',2024-01-13 19:00:00,18228.95539119583
'00','total',2024-01-13 20:00:00,17737.61719608411
'00','total',2024-01-13 21:00:00,17352.12917057221
'00','total',2024-01-13 22:00:00,16737.782819507705
'00','total',2024-01-13 23:00:00,16254.43739762394
'00','total',2024-01-14 00:00:00,15889.829735806834
'00','total',2024-01-14 01:00:00,15758.836251783343
'00','total',2024-01-14 02:00:00,15664.245197789227
'00','total',2024-01-14 03:00:00,15711.634027721519
'00','total',2024-01-14 04:00:00,16004.258998709074
'00','total',2024-01-14 05:00:00,16716.75764663105
'00','total',2024-01-14 06:00:00,18569.3140525767
'00','total',2024-01-14 07:00:00,20370.833927196763
'00','total',2024-01-14 08:00:00,21034.730265068716
'00','total',2024-01-14 09:00:00,21187.234873508343
'00','total',2024-01-14 10:00:00,21194.609997845997
'00','total',2024-01-14 11:00:00,21131.927605702953
'00','total',2024-01-14 12:00:00,21002.59670371676
'00','total',2024-01-14 13:00:00,21008.560876545213
'00','total',2024-01-14 14:00:00,20866.407236905692
'00','total',2024-01-14 15:00:00,20753.144458862647
'00','total',2024-01-14 16:00:00,20119.37769024652
'00','total',2024-01-14 17:00:00,19538.696607081834
'00','total',2024-01-14 18:00:00,18937.911905631918
'00','total',2024-01-14 19:00:00,18433.970692153936
'00','total',2024-01-14 20:00:00,17993.61397068037
'00','total',2024-01-14 21:00:00,17472.90494964499
'00','total',2024-01-14 22:00:00,16814.679265039264
'00','total',2024-01-14 23:00:00,16420.790779482388
'00','total',2024-01-15 00:00:00,16093.325540733085
'00','total',2024-01-15 01:00:00,15911.70893015407
'00','total',2024-01-15 02:00:00,15788.105299776524
'00','total',2024-01-15 03:00:00,15788.14454660421
'00','total',2024-01-15 04:00:00,16003.602143660182
'00','total',2024-01-15 05:00:00,16732.814497811716
'00','total',2024-01-15 06:00:00,18288.12573493045
'00','total',2024-01-15 07:00:00,19727.471990518323
'00','total',2024-01-15 08:00:00,20275.57046886217
'00','total',2024-01-15 09:00:00,20369.30142505493
'00','total',2024-01-15 10:00:00,20432.126782999723
'00','total',2024-01-15 11:00:00,20371.362315344915
'00','total',2024-01-15 12:00:00,20235.561473354664
'00','total',2024-01-15 13:00:00,20155.098591729304
'00','total',2024-01-15 14:00:00,20140.81443386853
'00','total',2024-01-15 15:00:00,20074.50324077656
'00','total',2024-01-15 16:00:00,19595.50350698643
'00','total',2024-01-15 17:00:00,19125.284307311897
'00','total',2024-01-15 18:00:00,18577.950664936783
'00','total',2024-01-15 19:00:00,18059.00155158584
'00','total',2024-01-15 20:00:00,17693.801047084577
'00','total',2024-01-15 21:00:00,17248.725168809106
'00','total',2024-01-15 22:00:00,16654.283445953544
'00','total',2024-01-15 23:00:00,16217.66924107328
'00','total',2024-01-16 00:00:00,15851.276420508206
'00','total',2024-01-16 01:00:00,15697.355566068243
'00','total',2024-01-16 02:00:00,15581.514904557436
'00','total',2024-01-16 03:00:00,15629.177626348026
'00','total',2024-01-16 04:00:00,15850.030088058773
'00','total',2024-01-16 05:00:00,16463.29278050307
'00','total',2024-01-16 06:00:00,18026.879862893133
'00','total',2024-01-16 07:00:00,19566.66484826471
'00','total',2024-01-16 08:00:00,20100.69796891886
'00','total',2024-01-16 09:00:00,20189.966556039966
'00','total',2024-01-16 10:00:00,20260.09093462055
'00','total',2024-01-16 11:00:00,20263.28741500513
'00','total',2024-01-16 12:00:00,20207.23503366729
'00','total',2024-01-16 13:00:00,20310.25100772515
'00','total',2024-01-16 14:00:00,20320.58876575996
'00','total',2024-01-16 15:00:00,20353.2150888277
'00','total',2024-01-16 16:00:00,19900.993846341175
'00','total',2024-01-16 17:00:00,19433.005042062938
'00','total',2024-01-16 18:00:00,18854.340478714763
'00','total',2024-01-16 19:00:00,18513.475827779963
'00','total',2024-01-16 20:00:00,18010.063828388236
'00','total',2024-01-16 21:00:00,17554.77498372747
'00','total',2024-01-16 22:00:00,16949.592522013227
'00','total',2024-01-16 23:00:00,16469.965488434886
'00','total',2024-01-17 00:00:00,16056.344924803192
'00','total',2024-01-17 01:00:00,15960.63560689031
'00','total',2024-01-17 02:00:00,15899.460470935383
'00','total',2024-01-17 03:00:00,15901.264369943588
'00','total',2024-01-17 04:00:00,16147.152586300492
'00','total',2024-01-17 05:00:00,16842.629617385115
'00','total',2024-01-17 06:00:00,18735.647018029904
'00','total',2024-01-17 07:00:00,20502.757350856813
'00','total',2024-01-17 08:00:00,21168.97678324343
'00','total',2024-01-17 09:00:00,21216.29400679995
'00','total',2024-01-17 10:00:00,21307.49287820335
'00','total',2024-01-17 11:00:00,21246.03649820355
'00','total',2024-01-17 12:00:00,21109.76204511061
'00','total',2024-01-17 13:00:00,21063.734091453545
'00','total',2024-01-17 14:00:00,20923.219203924582
'00','total',2024-01-17 15:00:00,20848.539728763622
'00','total',2024-01-17 16:00:00,20220.18742956364
'00','total',2024-01-17 17:00:00,19677.334823989946
'00','total',2024-01-17 18:00:00,19085.077244681
'00','total',2024-01-17 19:00:00,18679.614189059583
'00','total',2024-01-17 20:00:00,18216.613785059057
'00','total',2024-01-17 21:00:00,17718.869482712063
'00','total',2024-01-17 22:00:00,17109.260815633155
'00','total',2024-01-17 23:00:00,16611.24580508336
'00','total',2024-01-18 00:00:00,16199.426599989009
'00','total',2024-01-18 01:00:00,16006.36630918622
'00','total',2024-01-18 02:00:00,15862.89149981433
'00','total',2024-01-18 03:00:00,15885.653517647594
'00','total',2024-01-18 04:00:00,16194.171336689868
'00','total',2024-01-18 05:00:00,16981.548413905875
'00','total',2024-01-18 06:00:00,18828.64106205725
'00','total',2024-01-18 07:00:00,20595.70979692462
'00','total',2024-01-18 08:00:00,21165.269145128743
'00','total',2024-01-18 09:00:00,21260.554919545557
'00','total',2024-01-18 10:00:00,21308.44958085276
'00','total',2024-01-18 11:00:00,21174.480047615747
'00','total',2024-01-18 12:00:00,21042.5620975928
'00','total',2024-01-18 13:00:00,21059.145690553716
'00','total',2024-01-18 14:00:00,20854.694288656177
'00','total',2024-01-18 15:00:00,20751.790134831575
'00','total',2024-01-18 16:00:00,20122.062546298814
'00','total',2024-01-18 17:00:00,19592.88847856531
'00','total',2024-01-18 18:00:00,18985.31135442714
'00','total',2024-01-18 19:00:00,18570.075395611995
'00','total',2024-01-18 20:00:00,17995.64623445995
'00','total',2024-01-18 21:00:00,17433.291151213172
'00','total',2024-01-18 22:00:00,16798.922250684995
'00','total',2024-01-18 23:00:00,16380.574628800226
'00','total',2024-01-19 00:00:00,15926.79444944673
'00','total',2024-01-19 01:00:00,15733.673434604676
'00','total',2024-01-19 02:00:00,15636.305141846444
'00','total',2024-01-19 03:00:00,15644.363167692722
'00','total',2024-01-19 04:00:00,15875.076623053788
'00','total',2024-01-19 05:00:00,16409.713229818033
'00','total',2024-01-19 06:00:00,17875.131144565865
'00','total',2024-01-19 07:00:00,19275.58658794099
'00','total',2024-01-19 08:00:00,19847.04350252475
'00','total',2024-01-19 09:00:00,19966.08088180503
'00','total',2024-01-19 10:00:00,20081.223730903454
'00','total',2024-01-19 11:00:00,20113.901370433403
'00','total',2024-01-19 12:00:00,20010.07710567956
'00','total',2024-01-19 13:00:00,20091.916293046015
'00','total',2024-01-19 14:00:00,20070.203952360807
'00','total',2024-01-19 15:00:00,20085.83840257648
'00','total',2024-01-19 16:00:00,19616.869949133863
'00','total',2024-01-19 17:00:00,19195.012894029154
'00','total',2024-01-19 18:00:00,18701.599126258065
'00','total',2024-01-19 19:00:00,18349.291714344334
'00','total',2024-01-19 20:00:00,17879.855584939836
'00','total',2024-01-19 21:00:00,17418.045300953003
'00','total',2024-01-19 22:00:00,16878.844489614694
'00','total',2024-01-19 23:00:00,16394.70559842922
'00','total',2024-01-20 00:00:00,16036.016338631158
'00','total',2024-01-20 01:00:00,15814.258235359206
'00','total',2024-01-20 02:00:00,15703.703556457074
'00','total',2024-01-20 03:00:00,15718.620810723181
'00','total',2024-01-20 04:00:00,15996.478556629923
'00','total',2024-01-20 05:00:00,16778.892361525563
'00','total',2024-01-20 06:00:00,18625.568478597477
'00','total',2024-01-20 07:00:00,20304.95350666448
'00','total',2024-01-20 08:00:00,20908.176319672377
'00','total',2024-01-20 09:00:00,21106.54471526628
'00','total',2024-01-20 10:00:00,21188.981781548762
'00','total',2024-01-20 11:00:00,21059.94792965261
'00','total',2024-01-20 12:00:00,20840.712544568705
'00','total',2024-01-20 13:00:00,20811.81952411322
'00','total',2024-01-20 14:00:00,20723.63850773929
'00','total',2024-01-20 15:00:00,20716.29505168402
'00','total',2024-01-20 16:00:00,20093.741177174295
'00','total',2024-01-20 17:00:00,19652.658143802917
'00','total',2024-01-20 18:00:00,19051.412882722663
'00','total',2024-01-20 19:00:00,18612.024706906013
'00','total',2024-01-20 20:00:00,18170.71282638013
'00','total',2024-01-20 21:00:00,17648.54228945709
'00','total',2024-01-20 22:00:00,17050.08545205597
'00','total',2024-01-20 23:00:00,16564.44782917689
'00','total',2024-01-21 00:00:00,16155.823381430006
'00','total',2024-01-21 01:00:00,15964.632433064837
'00','total',2024-01-21 02:00:00,15840.74827368289
'00','total',2024-01-21 03:00:00,15882.792817643269
'00','total',2024-01-21 04:00:00,16147.03720087843
'00','total',2024-01-21 05:00:00,16943.204636169998
'00','total',2024-01-21 06:00:00,18827.5051836874
'00','total',2024-01-21 07:00:00,20692.483981690864
'00','total',2024-01-21 08:00:00,21407.363878073327
'00','total',2024-01-21 09:00:00,21446.277399800118
'00','total',2024-01-21 10:00:00,21596.618984771907
'00','total',2024-01-21 11:00:00,21407.553983257236
'00','total',2024-01-21 12:00:00,21258.376361636903
'00','total',2024-01-21 13:00:00,21170.685187412495
'00','total',2024-01-21 14:00:00,21072.978899535156
'00','total',2024-01-21 15:00:00,20983.131075115074
'00','total',2024-01-21 16:00:00,20369.575368445505
'00','total',2024-01-21 17:00:00,19853.55183000238
'00','total',2024-01-21 18:00:00,19260.722937301714
'00','total',2024-01-21 19:00:00,18758.810325687868
'00','total',2024-01-21 20:00:00,18241.50654737259
'00','total',2024-01-21 21:00:00,17717.306543956987
'00','total',2024-01-21 22:00:00,17064.785713919642
'00','total',2024-01-21 23:00:00,16610.942259320644
'00','total',2024-01-22 00:00:00,16168.102731931933
'00','total',2024-01-22 01:00:00,16034.927803972143
'00','total',2024-01-22 02:00:00,15970.278888199793
'00','total',2024-01-22 03:00:00,15950.305233656825
'00','total',2024-01-22 04:00:00,16134.6448656449
'00','total',2024-01-22 05:00:00,16724.448676003656
'00','total',2024-01-22 06:00:00,18367.366654863763
'00','total',2024-01-22 07:00:00,19854.570986980845
'00','total',2024-01-22 08:00:00,20367.61765841462
'00','total',2024-01-22 09:00:00,20423.82038949974
'00','total',2024-01-22 10:00:00,20484.688993223157
'00','total',2024-01-22 11:00:00,20412.469976169294
'00','total',2024-01-22 12:00:00,20317.193384601538
'00','total',2024-01-22 13:00:00,20275.559965398916
'00','total',2024-01-22 14:00:00,20149.183351321422
'00','total',2024-01-22 15:00:00,20157.634588118388
'00','total',2024-01-22 16:00:00,19707.40048967365
'00','total',2024-01-22 17:00:00,19320.25304201479
'00','total',2024-01-22 18:00:00,18806.822472865064
'00','total',2024-01-22 19:00:00,18360.516352256687
'00','total',2024-01-22 20:00:00,17910.55201486563
'00','total',2024-01-22 21:00:00,17462.77158877695
'00','total',2024-01-22 22:00:00,16918.81005063677
'00','total',2024-01-22 23:00:00,16411.231602894022
'00','total',2024-01-23 00:00:00,16048.00038939336
'00','total',2024-01-23 01:00:00,15855.64791581608
'00','total',2024-01-23 02:00:00,15700.41678181206
'00','total',2024-01-23 03:00:00,15691.449831572783
'00','total',2024-01-23 04:00:00,15938.18839039481
'00','total',2024-01-23 05:00:00,16572.464658081786
'00','total',2024-01-23 06:00:00,18157.255206147016
'00','total',2024-01-23 07:00:00,19659.92554167667
'00','total',2024-01-23 08:00:00,20192.885425878714
